Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Carbon Emissions(g/km)
2,4,AS8,Z,9.5,6.9,8.3,34,194
2,4,AS8,Z,10.2,7.2,8.8,32,207
2,4,AS8,Z,10.2,7.2,8.8,32,207
2,4,AS8,Z,10.6,7.3,9.1,31,213
2,4,AS8,Z,10.2,7.2,8.8,32,207
2,4,AS8,Z,10.2,7.2,8.8,32,207
3,6,AS8,Z,11.2,7.3,9.4,30,227
3,6,M6,Z,12.8,8.8,11,26,256
3,6,AS8,Z,11.8,7.9,10,28,235
3,6,AS8,Z,11.4,7.6,9.7,29,228
3,6,M6,Z,13,8.5,11,26,256
3,6,AS8,Z,11.4,7.6,9.7,29,228
2,4,AS8,Z,10.2,7.2,8.8,32,207
3,6,AS8,Z,11.2,8.1,9.8,29,231
3,6,AS8,Z,12.3,8.4,10.5,27,248
3,6,AS8,Z,11.9,8.4,10.3,27,241
4.4,8,AS8,Z,14,9.6,12,24,282
4.4,8,AS8,Z,13.3,9.2,11.5,25,269
4.4,8,AS8,Z,14,9.6,12,24,282
4.4,8,AS8,Z,14,9.6,12,24,282
4.4,8,AS8,Z,14,9.6,12,24,282
3,6,AM7,Z,14.3,10.4,12.6,22,294
3,6,M6,Z,13.4,9.6,11.7,24,273
3,6,AS8,Z,11.2,7.8,9.7,29,227
3,6,M6,Z,12.8,8.8,11,26,256
3,6,AS8,Z,11.2,7.8,9.7,29,227
3,6,M6,Z,12.8,8.8,11,26,256
3,6,AS8,Z,11.2,7.8,9.7,29,227
3,6,M6,Z,12.8,8.8,11,26,256
3,6,AS8,Z,11.3,8,9.8,29,229
3,6,AS8,Z,11.3,8,9.8,29,229
3,6,AS8,Z,11.3,8,9.8,29,229
3,6,AM7,Z,14.5,10.5,12.7,22,299
3,6,M6,Z,13.8,9.4,11.9,24,280
3,6,AM7,Z,14.5,10.5,12.7,22,299
3,6,M6,Z,13.8,9.4,11.9,24,280
3,6,AM7,Z,14.3,10.4,12.6,22,294
3,6,M6,Z,13.4,9.6,11.7,24,273
3,6,AM7,Z,14.3,10.4,12.6,22,294
3,6,M6,Z,13.4,9.6,11.7,24,273
3,6,AM7,Z,14.3,10.4,12.6,22,294
4.4,8,AS8,Z,16,11.2,13.9,20,324
4.4,8,AS8,Z,16,11.2,13.9,20,324
4.4,8,AS8,Z,13.3,9.2,11.5,25,269
4.4,8,AM7,Z,17.3,11.6,14.7,19,344
6.6,12,AS8,Z,17.7,11.9,15.1,19,355
4.4,8,AS8,Z,13.5,9.2,11.6,24,270
4.4,8,AS8,Z,13.3,9.2,11.5,25,269
2,4,AS8,Z,10.7,7.5,9.3,30,217
2,4,AS8,Z,11,7.7,9.5,30,222
2,4,AS8,Z,10.8,8,9.6,29,223
3,6,AS8,Z,11.9,8.7,10.4,27,245
2,4,AS8,Z,10.8,8,9.6,29,223
3,6,AS8,Z,11.9,8.7,10.4,27,245
3,6,AS8,Z,11.7,9.1,10.5,27,245
4.4,8,AS8,Z,15.3,11.1,13.4,21,314
3,6,AS8,Z,13,9.9,11.6,24,272
4.4,8,AS8,Z,14.3,10.6,12.6,22,294
4.4,8,AS8,Z,16.6,12.1,14.6,19,341
3,6,AS8,Z,12,9.4,10.8,26,254
4.4,8,AS8,Z,14.3,10.6,12.6,22,294
8,16,AM7,Z,26.8,16.6,22.2,13,522
3.6,6,A9,X,13,9.1,11.2,25,263
3.6,6,A9,X,13.8,9.5,11.9,24,278
1.4,4,AS6,X,9.4,7.8,8.7,32,204
1.4,4,AS6,X,8.9,7.5,8.3,34,194
1.4,4,AS6,X,9.9,8.1,9.1,31,214
1.4,4,AS6,X,9.4,7.9,8.8,32,205
2,4,A9,Z,11.7,9.4,10.7,26,249
2.5,4,A6,X,11.1,8.6,10,28,234
3.6,6,AS9,X,11.7,7.8,9.9,29,233
2.5,4,AS6,X,9.4,6.8,8.2,34,192
3.6,6,AS9,X,11.7,8.2,10.1,28,238
2,4,AS9,Z,10.6,7.4,9.1,31,214
2,4,AS8,Z,11,8,9.6,29,227
3.6,6,AS9,X,12.4,8.7,10.7,26,251
3,6,AS10,Z,13.1,9.1,11.3,25,267
3.6,6,AS10,X,13,8.8,11.1,25,261
4.2,8,AS10,Z,17.3,9.5,13.8,20,324
2,4,AS8,Z,11,7.8,9.5,30,222
3.6,6,AS8,X,12.3,8.2,10.5,27,246
2,4,AS8,Z,11.4,8.1,9.9,29,232
3.6,6,AS8,X,13.3,9.2,11.5,25,269
3.6,6,AS8,Z,15,9.9,12.7,22,298
6.2,8,AS8,Z,17.1,11,14.3,20,337
6.2,8,A10,Z,16.6,10.9,14,20,328
2,4,AS9,Z,9.8,7.8,8.9,32,209
2,4,AS9,Z,10.9,8.2,9.7,29,227
3.6,6,AS8,X,12.1,8.9,10.6,27,250
3.6,6,AS8,X,12.8,9.3,11.2,25,263
3.6,6,AS6,X,12.9,8.7,11,26,259
3.6,6,AS6,X,13.7,9,11.6,24,272
3.6,6,AS6,Z,15,10.1,12.8,22,302
2.5,4,A9,X,10.8,8.8,9.9,29,232
3.6,6,A9,X,12,9,10.6,27,250
3.6,6,A9,X,12.7,9.5,11.3,25,265
2,4,AS8,Z,10.8,7.7,9.4,30,220
2,4,M6,Z,11.9,7.9,10.1,28,235
3.6,6,AS8,X,12.3,8.2,10.4,27,246
3.6,6,M6,X,14.3,8.8,11.8,24,277
6.2,8,AS10,Z,14.5,8.8,12,24,279
6.2,8,M6,Z,14.9,9.9,12.6,22,297
6.2,8,AS10,Z,18.3,11.2,15.1,19,355
6.2,8,M6,Z,17.2,12,14.9,19,349
2.5,4,A6,X,12.1,9.2,10.8,26,253
2.5,4,M6,X,11.9,9.2,10.7,26,251
2.8,4,A6,D,11.8,7.9,10.1,28,270
3.6,6,A8,X,13.4,9.6,11.7,24,274
2.5,4,A6,X,12.7,9.8,11.4,25,267
2.8,4,A6,D,12.2,8.4,10.5,27,283
3.6,6,A8,X,14,9.9,12.2,23,286
2.8,4,A6,D,13.3,10.6,12.1,23,326
3.6,6,A8,X,15,13,14.1,20,331
6.2,8,AS8,Z,15.6,9.2,12.7,22,299
6.2,8,M7,Z,14.6,9.3,12.2,23,286
6.2,8,AS8,Z,17.2,10.1,14,20,331
6.2,8,M7,Z,15.9,10.6,13.5,21,318
6.2,8,AS8,Z,19.5,12,16.1,18,381
6.2,8,M7,Z,18.2,12.5,15.6,18,368
1.4,4,AS6,X,8.3,6.2,7.3,39,172
1.4,4,AS6,X,8.3,6.2,7.3,39,172
1.6,4,A9,D,7.6,4.9,6.4,44,172
1.4,4,AS6,X,8.3,6.2,7.3,39,172
1.4,4,AS6,X,8.5,6.4,7.5,38,175
1.6,4,A9,D,7.8,5.2,6.6,43,178
1.5,4,A6,X,9.2,7.3,8.3,34,196
1.6,4,A6,D,8.5,6,7.4,38,199
1.5,4,A6,X,9.3,7.8,8.6,33,207
1.6,4,A6,D,8.5,6.1,7.4,38,199
2,4,A9,Z,10.9,8.3,9.7,29,228
2.5,4,AS6,X,10.8,8,9.6,29,225
3.6,6,AS6,X,12.7,8.5,10.8,26,254
3.6,6,AS6,E,17.2,11.6,14.6,19,245
1.5,4,AV,X,8.2,6.6,7.5,38,174
2,4,A9,Z,10.5,7.4,9.1,31,214
1.8,4,AV,X,4.8,5.5,5.1,55,121
2.7,4,A8,X,11.9,10.3,11.1,25,261
4.3,6,A6,X,15.1,11.5,13.5,21,316
5.3,8,A6,X,15.9,11.4,13.9,20,326
5.3,8,A6,X,15.7,11.9,14,20,329
5.3,8,A6,E,21.1,15,18.4,15,306
5.3,8,A8,X,14.1,10.2,12.4,23,290
2.7,4,A8,X,12.5,10.8,11.7,24,275
4.3,6,A6,X,15.8,11.9,14,20,329
4.3,6,A6,X,16.3,12.9,14.8,19,347
5.3,8,A6,X,15.9,11.7,14,20,329
5.3,8,A6,X,16.1,12.5,14.4,20,339
5.3,8,A6,E,22,16.1,19.3,15,322
5.3,8,A6,X,16.5,13,14.9,19,350
5.3,8,A8,X,14.9,10.8,13.1,22,306
5.3,8,A8,X,15.3,11.8,13.7,21,320
6.2,8,A10,Z,15,12,13.7,21,321
5.3,8,A6,X,15.6,10.9,13.5,21,317
5.3,8,A6,X,15.8,11.4,13.8,20,325
1.4,4,AV,X,7.9,6.2,7.1,40,167
1.4,4,M5,X,8,6.2,7.2,39,170
5.3,8,A6,X,15.7,10.5,13.4,21,314
5.3,8,A6,X,15.7,10.5,13.4,21,314
5.3,8,A6,E,21.2,13.9,17.9,16,298
5.3,8,A6,X,16.8,11.3,14.3,20,336
5.3,8,A6,X,16.8,11.3,14.3,20,336
5.3,8,A6,E,22.2,15.2,19,15,317
6.2,8,A10,Z,17.1,11.3,14.5,19,340
5.3,8,A6,X,15.7,10.5,13.4,21,314
5.3,8,A6,X,15.7,10.5,13.4,21,314
5.3,8,A6,E,21.2,13.9,17.9,16,298
5.3,8,A6,X,15.8,11.1,13.7,21,321
5.3,8,A6,X,15.8,11.1,13.7,21,321
5.3,8,A6,E,21.7,14.3,18.4,15,305
6.2,8,A10,Z,16.4,10.7,13.8,20,325
3.6,6,A9,X,13,8.8,11.1,25,261
3.6,6,A9,X,13.7,9.5,11.8,24,277
1.4,4,AS6,X,9.1,7.6,8.4,34,196
1.4,4,M6,X,9.4,6.9,8.3,34,194
1.4,4,AS6,X,9.9,8.1,9.1,31,214
3.6,6,A8,X,12.4,7.8,10.3,27,242
3.6,6,A8,X,12.4,7.8,10.3,27,242
3.6,6,A8,E,17.1,10.6,14.2,20,234
5.7,8,A8,X,14.7,9.4,12.3,23,289
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,E,17.6,12,15,19,248
3.6,6,A9,X,12.9,8.4,10.9,26,259
3.6,6,A9,X,12.4,8.4,10.6,27,249
3.6,6,A8,X,12.4,7.8,10.3,27,242
5.7,8,M6,Z,15.6,10.1,13.1,22,307
6.4,8,M6,Z,16.7,10.4,13.9,20,325
5.7,8,A8,X,14.7,9.4,12.3,23,289
6.4,8,A8,Z,15.8,9.6,13,22,304
3.6,6,A8,X,12.8,8.7,11,26,258
6.2,8,A8,Z,17.6,10.7,14.5,19,339
6.2,8,M6,Z,18.1,11.4,15.1,19,352
6.2,8,A8,Z,17.6,10.7,14.5,19,339
3.6,6,A5,X,13.7,9,11.6,24,271
3.6,6,A5,X,13.7,9,11.6,24,271
3.6,6,A5,E,18.9,12.7,16.1,18,268
3.6,6,A8,X,12.4,7.8,10.3,27,242
3.6,6,A8,X,12.4,7.8,10.3,27,242
3.6,6,A8,E,17.1,10.6,14.2,20,234
5.7,8,A5,X,15.6,9.7,12.9,22,302
5.7,8,A8,X,14.7,9.4,12.3,23,289
6.4,8,A8,Z,15.8,9.6,13,22,304
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,E,17.6,12,15,19,248
5.7,8,A5,X,16,10.1,13.3,21,312
6.2,8,A8,Z,17.6,10.7,14.5,19,339
3.6,6,A8,X,12.7,9.6,11.3,25,265
5.7,8,A8,X,16.7,10.9,14.1,20,331
6.4,8,A8,Z,18.3,12.2,15.6,18,363
3.6,6,A6,X,13.7,9.4,11.8,24,276
3.6,6,A6,E,19.4,13.3,16.7,17,274
2.4,4,A4,X,12.7,9.2,11.1,25,261
3.6,6,A6,X,14.2,9.5,12.1,23,284
3.6,6,A6,E,19.1,13.2,16.4,17,274
3.6,6,A6,X,14.5,10,12.4,23,292
1.4,4,A6,X,9.3,6.5,8,35,187
1.4,4,M6,X,9,6.7,7.9,36,185
1.4,4,A6,X,9.7,7.4,8.7,32,203
1.4,4,M5,X,8.5,7.1,7.9,36,186
1.4,4,A6,X,10.7,7.9,9.4,30,221
1.3,4,A9,X,10,7.9,9.1,31,213
1,3,AS6,X,8.6,8.1,8.4,34,196
2,4,AS6,X,10.2,8,9.3,30,218
2,4,AS8,X,10.9,8,9.6,29,224
2,4,AS8,X,11.4,8.3,10,28,233
2.7,6,AS8,X,12.6,9.2,11,26,259
1.5,4,AS6,X,10.2,7.8,9.1,31,214
2.5,4,AS6,X,11,8,9.6,29,226
2.5,4,AS6,E,15,10.8,13.1,22,218
1.5,4,AS6,X,11.2,8.4,9.9,29,232
2,4,AS6,X,11.5,8.7,10.2,28,239
3.5,6,AS10,X,14.1,10.6,12.5,23,293
3.5,6,AS10,X,14.7,11.2,13.1,22,307
2.3,4,AS6,X,13.1,9.2,11.4,25,267
3.5,6,AS6,X,15.2,10.9,13.2,21,311
3.5,6,AS6,X,14.5,10.6,12.7,22,299
3.5,6,AS6,E,19.8,14.3,17.3,16,288
2.7,6,AS10,X,12,9,10.6,27,249
2.7,6,AS10,X,12.4,9.4,11.1,25,260
2.7,6,AS10,X,12.4,9.4,11.1,25,260
3,6,AS10,D,10.8,8,9.5,30,256
3,6,AS10,D,10.8,8.4,9.7,29,260
3.3,6,AS6,X,12.2,9.3,10.9,26,256
3.3,6,AS6,E,16.7,12.6,14.9,19,247
3.3,6,AS6,X,12.4,9.8,11.2,25,263
3.3,6,AS6,E,16.7,12.6,14.9,19,247
3.5,6,AS10,X,13.5,10.1,12,24,281
3.5,6,AS10,X,13.8,10.7,12.4,23,291
3.5,6,AS10,X,13.9,11.2,12.7,22,298
5,8,AS10,X,13.9,10.2,12.2,23,287
5,8,AS10,E,20.3,14,17.4,16,290
5,8,AS10,X,14.7,11.2,13.1,22,308
5,8,AS10,E,20.3,14,17.5,16,290
5,8,AS10,X,15.6,11.8,13.9,20,326
5,8,AS10,E,20.4,14,17.5,16,291
2.7,6,AS10,X,12.7,9.8,11.4,25,268
2.7,6,AS10,X,13.1,10.2,11.8,24,277
2.7,6,AS10,X,13.1,10.2,11.8,24,277
3,6,AS10,D,11.8,9.3,10.7,26,287
3,6,AS10,D,11.8,9.3,10.7,26,287
3,6,AS10,D,11.2,8.3,9.9,29,266
3.3,6,AS6,X,12.8,10.2,11.6,24,273
3.3,6,AS6,E,17.5,13.8,15.8,18,263
3.3,6,AS6,X,13.8,10.7,12.4,23,291
3.3,6,AS6,E,17.5,13.7,15.8,18,263
3.5,6,AS10,X,14.3,10.5,12.5,23,295
3.5,6,AS10,X,14.7,10.7,12.9,22,303
3.5,6,AS10,X,14.7,11.2,13.1,22,308
3.5,6,AS10,X,13.8,11.2,12.6,22,296
5,8,AS10,X,15.1,11,13.3,21,312
5,8,AS10,E,20,15.6,18,16,300
5,8,AS10,X,15.7,11.8,13.9,20,326
5,8,AS10,E,20,15.6,18,16,300
5,8,AS10,X,16.8,12.4,14.8,19,347
5,8,AS10,E,21.3,17.2,19.5,14,323
3.5,6,AS10,X,15.3,13.1,14.3,20,336
3.5,6,AS6,X,14.7,10.2,12.7,22,298
3.5,6,AS6,X,14.7,10.7,12.9,22,303
3.5,6,AS6,X,15.7,11.2,13.7,21,322
1.6,4,AM6,X,8.6,6.4,7.6,37,178
1.6,4,M5,X,8.8,6.8,7.9,36,184
1.6,4,M6,X,9.2,7.4,8.4,34,196
1.5,4,AS6,X,10,7,8.7,32,204
2,4,AV,X,5.5,5.6,5.6,50,131
3.5,6,AM7,Z,20.4,13.1,17.1,17,402
2.3,4,AS10,X,11.2,7.3,9.4,30,221
2.3,4,AS10,X,11.8,8.4,10.3,27,242
2.3,4,M6,X,11.2,7.9,9.7,29,227
2.3,4,M6,X,11.8,8.7,10.4,27,244
5,8,AS10,X,15,9.1,12.3,23,289
5,8,M6,X,16.1,9.9,13.3,21,311
5,8,M6,X,16.1,9.9,13.3,21,311
2.3,4,AS10,X,11.9,8.4,10.4,27,243
2.3,4,M6,X,11.8,8.4,10.3,27,241
5,8,AS10,X,15.4,9.7,12.9,22,302
2.3,4,AS10,X,11.8,9.8,10.9,26,256
5.2,8,M6,Z,17.2,11.3,14.6,19,341
3.5,6,AS6,X,16.2,12.8,14.7,19,346
3.7,6,AS6,X,16.9,13.1,15.2,19,355
3.5,6,AS6,X,13.5,9,11.5,25,270
3.5,6,AS6,E,17.8,12.1,15.2,19,254
3.5,6,AS6,X,14.6,10,12.5,23,294
3.5,6,AS6,X,14,9.9,12.4,23,291
3.5,6,AS6,E,18.5,13,16,18,267
2,4,AS8,X,9.8,8.8,9.3,30,219
2,4,AS8,X,9.8,8.8,9.3,30,219
2,4,AS8,E,13.3,11.8,12.6,22,209
2.5,4,AS6,X,12,8.8,10.6,27,247
2,4,AS8,X,9.9,8.2,9.2,31,214
2,4,AS8,X,9.9,8.2,9.2,31,214
2,4,AS8,E,13.7,11.1,12.5,23,208
2.5,4,AS6,X,12.1,9,10.7,26,251
2,4,M6,Z,12.8,8.5,10.9,26,255
2,4,AS8,Z,11.5,8.7,10.3,27,241
3.3,6,AS8,Z,13.3,9.5,11.6,24,274
3.3,6,AS8,Z,13.8,9.7,11.9,24,282
3.8,6,AS8,X,13.4,9.6,11.7,24,276
5,8,AS8,Z,15.6,10.4,13.2,21,312
3.3,6,AS8,Z,13.7,9.7,11.9,24,279
5,8,AS8,Z,15.2,10.2,13,22,306
2.5,4,A6,X,11.1,9.2,10.2,28,237
3.6,6,A6,X,13.1,9.4,11.4,25,268
2.5,4,A6,X,11.3,9.4,10.5,27,248
3.6,6,A6,X,13.5,9.5,11.7,24,275
2.5,4,A6,X,12.1,9.2,10.8,26,253
2.5,4,M6,X,11.9,9.2,10.7,26,251
2.8,4,A6,D,11.8,7.9,10.1,28,270
3.6,6,A8,X,13.4,9.6,11.7,24,274
2.5,4,A6,X,12.7,9.8,11.4,25,267
2.8,4,A6,D,12.2,8.4,10.5,27,283
3.6,6,A8,X,14,9.9,12.2,23,286
2.7,4,A8,X,11.9,10.3,11.1,25,261
4.3,6,A6,X,15.1,11.5,13.5,21,317
5.3,8,A6,X,15.9,11.4,13.9,20,326
5.3,8,A6,X,15.7,11.9,14,20,329
5.3,8,A6,E,21.1,15,18.4,15,306
5.3,8,A8,X,14.3,10.4,12.5,23,294
2.7,4,A8,X,12.6,10.9,11.8,24,277
4.3,6,A6,X,15.8,11.9,14,20,329
5.3,8,A6,X,15.9,11.7,14,20,330
5.3,8,A6,X,16,12.5,14.4,20,339
5.3,8,A6,E,22,16.1,19.4,15,323
5.3,8,A8,X,15.3,11.2,13.5,21,316
5.3,8,A8,X,15.3,11.8,13.7,21,320
6.2,8,A10,Z,15.5,11.9,13.9,20,326
6.2,8,A10,Z,15.7,12.4,14.2,20,332
5.3,8,A6,X,15.6,10.9,13.5,21,317
5.3,8,A6,X,15.8,11.4,13.8,20,325
1.5,4,A9,X,9.2,7.9,8.6,33,201
1.6,4,A6,D,8.5,6,7.4,38,199
1.5,4,A9,X,9.6,8.3,9,31,210
1.6,4,A6,D,8.5,6.1,7.4,38,199
2,4,A9,Z,11.2,9,10.2,28,239
5.3,8,A6,X,15.7,10.5,13.4,21,314
5.3,8,A6,X,15.7,10.5,13.4,21,314
5.3,8,A6,E,21.2,13.9,17.9,16,298
5.3,8,A6,X,15.8,11.1,13.7,21,321
5.3,8,A6,X,15.8,11.1,13.7,21,321
5.3,8,A6,E,21.7,14.3,18.4,15,305
6.2,8,A10,Z,16.4,10.7,13.8,20,325
5.3,8,A6,X,15.7,10.5,13.4,21,314
5.3,8,A6,X,15.7,10.5,13.4,21,314
5.3,8,A6,E,21.2,13.9,17.9,16,298
5.3,8,A6,X,16.8,11.3,14.3,20,336
5.3,8,A6,X,16.8,11.3,14.3,20,336
5.3,8,A6,E,22.2,15.2,19,15,317
6.2,8,A10,Z,17.1,11.3,14.5,19,340
1.5,4,AV,X,7.9,6.3,7.2,39,168
1.5,4,AV7,X,8.2,6.8,7.6,37,177
1.5,4,M6,X,8.9,6.7,7.9,36,185
2,4,M6,X,10.7,7.3,9.2,31,214
2,4,AS10,X,10.4,7.4,9.1,31,211
2,4,AV,X,5,5,5,56,117
1.5,4,AV7,X,7.8,6.4,7.2,39,167
2,4,AV,X,7.8,6.1,7.1,40,164
2,4,AV7,X,8.3,6.6,7.5,38,176
2,4,M6,X,9.3,6.7,8.1,35,189
1.5,4,M6,Z,8.4,6.2,7.4,38,173
1.5,4,AV,X,7.7,6,6.9,41,162
1.5,4,AV7,X,7.9,6.6,7.3,39,170
1.5,4,M6,X,8,6.2,7.2,39,167
1.5,4,AV7,Z,7.9,6.6,7.3,39,170
1.5,4,M6,Z,8,6.2,7.2,39,167
1.5,4,AV7,X,7.8,6.2,7.1,40,165
2,4,AV,X,7.9,6.1,7.1,40,167
2,4,M6,X,9.3,6.5,8,35,186
1.5,4,M6,Z,8.4,6.2,7.4,38,173
2,4,M6,Z,10.6,8.3,9.6,29,224
1.5,4,AV,X,8.4,7,7.8,36,181
1.5,4,AV,X,8.7,7.2,8,35,188
1.5,4,AV,X,7,5.9,6.5,43,151
1.5,4,AV7,X,7.6,6.5,7,40,166
1.5,4,M6,X,8.1,6.6,7.4,38,174
1.8,4,AV,X,8.4,7,7.8,36,181
1.8,4,AV,X,8.8,7.5,8.2,34,193
1.8,4,AV7,X,9.1,7.7,8.5,33,199
1.5,4,AV,X,4.6,5.3,4.9,58,114
1.5,4,AV,X,4.6,5.3,4.9,58,114
3.5,6,AS9,X,12.6,8.4,10.7,26,252
3.5,6,AS10,X,12.2,8.5,10.6,27,247
3.5,6,A9,X,12.5,9.8,11.3,25,265
3.5,6,A6,X,12.4,8.7,10.7,26,250
3.5,6,A6,X,13,9.3,11.3,25,266
3.5,6,AS9,X,12.4,9.3,11,26,257
3.5,6,A6,X,12.8,9.5,11.3,25,263
1.6,4,AS6,X,8.2,6.2,7.3,39,172
1.6,4,M6,X,8.2,6.3,7.3,39,173
1.6,4,AM7,X,8.9,7,8.1,35,189
1.6,4,M6,X,10.7,7.8,9.4,30,221
2,4,AS6,X,8.3,6.4,7.4,38,174
2,4,M6,X,9.2,6.5,8,35,188
1.6,4,AM7,X,9.7,7.4,8.6,33,205
1.6,4,M6,X,10.3,7.9,9.2,31,218
2,4,AS6,X,9.4,7.1,8.4,34,200
2,4,M6,X,9.8,7.4,8.7,32,207
1.6,4,AM6,X,4.3,4.4,4.3,66,104
1.6,4,AM6,X,4.2,4,4.1,69,96
2,4,AS6,X,8.6,7,7.9,36,186
1.6,4,AM7,X,9,8,8.6,33,201
2,4,AS6,X,9.2,7.8,8.6,33,202
2.4,4,AS8,X,10.8,8,9.6,29,225
2,4,AS8,X,12.3,9.8,11.2,25,262
2.4,4,AS8,X,11.2,8.7,10.1,28,237
3.3,6,AS6,X,13.2,9.4,11.5,25,268
3.3,6,AS6,X,13.4,9.7,11.7,24,276
3.3,6,AS6,X,14.1,10.8,12.6,22,297
2,4,AS8,X,10.4,7.4,9.1,31,212
2.4,4,AS6,X,9.3,7.1,8.3,34,198
2.4,4,AS6,X,9.2,6.8,8.1,35,190
2,4,AM6,X,6,5.3,5.7,50,135
2,4,AM6,X,5.9,5.1,5.6,50,132
2,4,AS6,X,10,7.9,9.1,31,216
2,4,AS6,X,10.8,9.2,10.1,28,239
2.4,4,AS6,X,11,9.1,10.1,28,240
2,4,AS6,X,9.1,7.1,8.2,34,193
2,4,M6,X,9.4,7.1,8.4,34,198
2,4,M6,X,10.6,8.3,9.5,30,226
1.6,4,AM7,X,8.5,6.9,7.8,36,184
1.6,4,M6,X,9.4,7,8.3,34,197
2,4,AS7,Z,10.7,8.6,9.7,29,229
3,6,AS7,Z,12.4,8.7,10.8,26,253
3,6,AS7,Z,12.5,9.3,11.1,25,261
2,4,AS7,Z,11.2,8.5,10,28,233
3,6,AS7,Z,12.3,8.7,10.7,26,251
3,6,AS7,Z,12.5,9.2,11,26,259
3.7,6,AS7,Z,13.2,9.8,11.7,24,275
5.6,8,AS7,Z,14.9,10.2,12.8,22,301
2,4,AV8,Z,10,7.8,9,31,211
3.5,6,AV7,Z,12.5,9,10.9,26,257
5.6,8,AS7,Z,17.4,12.2,15.1,19,354
2,4,AS9,Z,11,8.4,9.8,29,231
2,4,AS8,D,8.9,7.2,8.1,35,218
2,4,AS8,Z,10.7,8.8,9.9,29,227
3,6,AS8,Z,13.3,10,11.8,24,277
2,4,AS8,Z,10.2,7.8,9.2,31,215
3,6,AS8,Z,11.9,8.5,10.4,27,242
3,6,M6,Z,14.9,9.8,12.6,22,296
3,6,AS8,Z,12.4,8.8,10.8,26,253
3,6,M6,Z,15.3,10,12.9,22,302
3,6,AS8,Z,13,9.2,11.3,25,265
2,4,AS8,Z,10.2,7.8,9.2,31,215
3,6,AS8,Z,11.9,8.5,10.4,27,242
3,6,M6,Z,14.9,9.8,12.6,22,296
3,6,AS8,Z,12.4,8.8,10.8,26,253
3,6,M6,Z,15.3,10,12.9,22,302
3,6,AS8,Z,13,9.2,11.3,25,265
5,8,AS8,Z,15.6,10.4,13.3,21,311
5,8,AS8,Z,15.6,10.4,13.3,21,311
2,4,AS8,D,7.8,5.8,6.9,41,186
2,4,AS8,Z,9.8,6.9,8.5,33,200
3,6,AS8,Z,11.8,8.2,10.2,28,238
2,4,AS8,D,7.8,5.8,6.9,41,186
2,4,AS8,Z,10.1,7.2,8.8,32,207
3,6,AS8,Z,12,8.4,10.4,27,243
3,6,AS8,Z,14,9,11.8,24,276
3,6,AS8,Z,14,9.4,11.9,24,280
5,8,AS8,Z,15.8,10.3,13.3,21,313
2,4,A9,X,10.4,7.6,9.1,31,214
2.4,4,A9,X,10.8,7.6,9.3,30,219
3.2,6,A9,X,11.9,8.2,10.2,28,240
2,4,A9,X,11.2,8,9.8,29,229
2.4,4,A9,X,11.2,8,9.8,29,230
3.2,6,A9,X,12.2,8.6,10.6,27,249
2,4,A9,X,11.5,8.6,10.2,28,240
3.2,6,A9,X,12.8,9,11.1,25,259
2,4,A9,X,11.8,9.2,10.6,27,249
3.2,6,A9,X,12.9,9.9,11.6,24,269
2.4,4,A6,X,10.6,7.6,9.3,30,218
2.4,4,M6,X,10.4,7.3,9,31,211
2.4,4,A9,X,10.8,7.8,9.5,30,222
2.4,4,M6,X,10.8,7.6,9.4,30,221
3.6,6,A8,X,12.7,9.6,11.3,25,265
5.7,8,A8,X,16.7,10.9,14.1,20,331
3,6,A8,D,11.2,8.5,10,28,268
6.4,8,A8,Z,18.3,12.6,15.7,18,368
6.2,8,A8,Z,20.9,13.8,17.7,16,413
1.3,4,A9,X,9.8,7.4,8.7,32,204
2.4,4,A9,X,10.8,7.8,9.5,30,222
1.3,4,A9,X,10.1,8.1,9.2,31,216
2.4,4,A9,X,11.2,8.2,9.8,29,230
1.3,4,A9,X,10.8,8.7,9.9,29,230
2,4,A8,X,10.5,9.4,10,28,233
3.6,6,A8,X,12.8,10.4,11.8,24,274
3.6,6,M6,X,13.7,9.6,11.8,24,277
2,4,A8,X,10.9,10,10.5,27,245
3.6,6,A8,X,12.9,10.2,11.7,24,275
3.6,6,M6,X,13.8,10.1,12.2,23,285
3.3,6,AS8,X,11.6,8.5,10.2,28,238
2,4,AV,X,7.7,5.9,6.9,41,164
2,4,M6,X,8.6,6.4,7.6,37,180
1.6,4,AM6,X,4.6,5.1,4.8,59,114
1.6,4,AM6,X,4.5,4.8,4.7,60,110
1.6,4,AM6,X,5.1,5.8,5.4,52,129
2,4,AS6,X,11.2,7.9,9.7,29,230
2.4,4,AS6,X,9.5,7.1,8.4,34,199
2,4,AM6,X,6.1,5.2,5.7,50,133
1.6,4,AS6,X,8.5,6.4,7.5,38,177
1.6,4,M6,X,8.3,6.4,7.5,38,175
3.3,6,AS8,X,12.7,10,11.5,25,272
2.4,4,AS6,X,10.7,8.2,9.6,29,225
2.4,4,AS6,X,11.2,9,10.2,28,242
3.3,6,AS8,X,12.5,9.7,11.2,25,265
